CSV_VERSION=1.4
#Comment:-do not change matrix position or remove CSV_VERSION:
ID  ,PRODID             ,PARTNAME                   ,BOARDNAME                                    ,SHORTNAME  ,ZYNQFLASHTYP             ,FPGAFLASHTYP                       ,PCB_REV    ,DDR_SIZE ,FLASH_SIZE ,EMMC_SIZE  ,OTHERS           ,NOTES                                          ,DESIGN           ,CONFIG_SW_EXTPLL 
60  ,TE0803-03-4GE21-L  ,xczu4eg-sfvc784-2-e        ,trenz.biz:te0803_4eg_2e_tebf0808:part0:4.0   ,4eg_2_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
61  ,TE0803-03-5DE11-A  ,xczu5ev-sfvc784-1-e        ,trenz.biz:te0803_5ev_1e:part0:1.0            ,5ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
62  ,TE0803-03-5DE11-A  ,xczu5ev-sfvc784-1-e        ,trenz.biz:te0803_5ev_1e_tebf0808:part0:2.0   ,5ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
63  ,TE0803-03-5DI21-A  ,xczu5ev-sfvc784-1-i        ,trenz.biz:te0803_5ev_1i:part0:3.0            ,5ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
64  ,TE0803-03-5DI21-A  ,xczu5ev-sfvc784-1-i        ,trenz.biz:te0803_5ev_1i_tebf0808:part0:4.0   ,5ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
65  ,TE0803-03-3RI21-A  ,xczu3eg-sfvc784-1L-i       ,trenz.biz:te0803_3eg_1li:part0:3.0           ,3eg_li_4gb ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
66  ,TE0803-03-3RI21-A  ,xczu3eg-sfvc784-1L-i       ,trenz.biz:te0803_3eg_1li_tebf0808:part0:4.0  ,3eg_li_4gb ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
67  ,TE0803-03-3BI21-A  ,xczu3eg-sfvc784-1-i        ,trenz.biz:te0803_3eg_1i:part0:3.0            ,3eg_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
68  ,TE0803-03-3BI21-A  ,xczu3eg-sfvc784-1-i        ,trenz.biz:te0803_3eg_1i_tebf0808:part0:4.0   ,3eg_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
69  ,TE0803-03-4DI21-L  ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0803_4ev_1i:part0:3.0            ,4ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
70  ,TE0803-03-4DI21-L  ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0803_4ev_1i_tebf0808:part0:4.0   ,4ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
71  ,TE0803-03-4GI11-A  ,xczu4eg-sfvc784-2-i        ,trenz.biz:te0803_4eg_2i:part0:1.0            ,4eg_2i_2gb ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
72  ,TE0803-03-4GI11-A  ,xczu4eg-sfvc784-2-i        ,trenz.biz:te0803_4eg_2i_tebf0808:part0:2.0   ,4eg_2i_2gb ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
73  ,TE0803-03-4GE11-A  ,xczu4eg-sfvc784-2-e        ,trenz.biz:te0803_4eg_2e:part0:1.0            ,4eg_2_2gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
74  ,TE0803-03-4GE11-A  ,xczu4eg-sfvc784-2-e        ,trenz.biz:te0803_4eg_2e_tebf0808:part0:2.0   ,4eg_2_2gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
75  ,TE0803-03-4GI21-A  ,xczu4eg-sfvc784-2-i        ,trenz.biz:te0803_4eg_2i:part0:3.0            ,4eg_2i_4gb ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
76  ,TE0803-03-4GI21-A  ,xczu4eg-sfvc784-2-i        ,trenz.biz:te0803_4eg_2i_tebf0808:part0:4.0   ,4eg_2i_4gb ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
77  ,TE0803-03-5BE11-A  ,xczu5eg-sfvc784-1-e        ,trenz.biz:te0803_5eg_1e:part0:1.0            ,5eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
78  ,TE0803-03-5BE11-A  ,xczu5eg-sfvc784-1-e        ,trenz.biz:te0803_5eg_1e_tebf0808:part0:2.0   ,5eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
79  ,TE0803-03-5DI24-A  ,xczu5ev-sfvc784-1-i        ,trenz.biz:te0803_5ev_1i:part0:3.0            ,5ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu02g-qspi-x8-dual_parallel    ,REV03      ,4GB      ,512MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
80  ,TE0803-03-5DI24-A  ,xczu5ev-sfvc784-1-i        ,trenz.biz:te0803_5ev_1i_tebf0808:part0:4.0   ,5ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu02g-qspi-x8-dual_parallel    ,REV03      ,4GB      ,512MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
81  ,TE0803-03-4BI21-X  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i:part0:3.0            ,4eg_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,"U41 replaced with diode"                      ,TE0803_TB|MGT    ,NA
82  ,TE0803-03-4BI21-X  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i_tebf0808:part0:4.0   ,4eg_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,"U41 replaced with diode"                      ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
83  ,TE0803-03-3BE21-A  ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e:part0:3.0            ,3eg_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
84  ,TE0803-03-3BE21-A  ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e_tebf0808:part0:4.0   ,3eg_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
85  ,TE0803-03-3BE31-A  ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e:part0:5.0            ,3eg_8gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,8GB      ,128MB      ,NA         ,NA               ,"dual die ddr"                                 ,TE0803_TB        ,NA
86  ,TE0803-03-3BE31-A  ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e_tebf0808:part0:6.0   ,3eg_8gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,8GB      ,128MB      ,NA         ,NA               ,"dual die ddr"                                 ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
87  ,TE0803-04-2AE11-A  ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0803_2cg_1e:part0:1.0            ,2cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
88  ,TE0803-04-2AE11-A  ,xczu2cg-sfvc784-1-e        ,trenz.biz:te0803_2cg_1e_tebf0808:part0:2.0   ,2cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
89  ,TE0803-04-2BE11-A  ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0803_2eg_1e:part0:1.0            ,2eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
90  ,TE0803-04-2BE11-A  ,xczu2eg-sfvc784-1-e        ,trenz.biz:te0803_2eg_1e_tebf0808:part0:2.0   ,2eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
91  ,TE0803-03-3AE10-R  ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e:part0:5.0            ,3cg_0_2gb  ,NA                       ,NA                                 ,REV03      ,2GB      ,NA         ,NA         ,NA               ,"PS MIO 3.3V, not compatible to trenz carrier" ,NC|              ,NA
92  ,TE0803-03-3AE10-R  ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e_tebf0808:part0:6.0   ,3cg_0_2gb  ,NA                       ,NA                                 ,REV03      ,2GB      ,NA         ,NA         ,NA               ,"PS MIO 3.3V, not compatible to trenz carrier" ,NC|              ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
93  ,TE0803-04-3AE10-R  ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e:part0:5.0            ,3cg_0_2gb  ,NA                       ,NA                                 ,REV04      ,2GB      ,NA         ,NA         ,NA               ,"PS MIO 3.3V, not compatible to trenz carrier" ,NC|              ,NA
94  ,TE0803-04-3AE10-R  ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e_tebf0808:part0:6.0   ,3cg_0_2gb  ,NA                       ,NA                                 ,REV04      ,2GB      ,NA         ,NA         ,NA               ,"PS MIO 3.3V, not compatible to trenz carrier" ,NC|              ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
97  ,TE0803-04-3AE11-A  ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e:part0:1.0            ,3cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
98  ,TE0803-04-3AE11-A  ,xczu3cg-sfvc784-1-e        ,trenz.biz:te0803_3cg_1e_tebf0808:part0:2.0   ,3cg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
99  ,TE0803-04-3BE11-A  ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e:part0:1.0            ,3eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB        ,NA
100 ,TE0803-04-3BE11-A  ,xczu3eg-sfvc784-1-e        ,trenz.biz:te0803_3eg_1e_tebf0808:part0:2.0   ,3eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
101 ,TE0803-04-4BE21-L  ,xczu4eg-sfvc784-1-e        ,trenz.biz:te0803_4eg_1e:part0:3.0            ,4eg_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
102 ,TE0803-04-4BE21-L  ,xczu4eg-sfvc784-1-e        ,trenz.biz:te0803_4eg_1e_tebf0808:part0:4.0   ,4eg_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
103 ,TE0803-04-4BI21-A  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i:part0:3.0            ,4eg_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
104 ,TE0803-04-4BI21-A  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i_tebf0808:part0:4.0   ,4eg_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
105 ,TE0803-04-4BI21-X  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i:part0:3.0            ,4eg_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,NA               ,"U41 replaced with diode"                      ,TE0803_TB|MGT    ,NA
106 ,TE0803-04-4BI21-X  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i_tebf0808:part0:4.0   ,4eg_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,NA               ,"U41 replaced with diode"                      ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
107 ,TE0803-03-4BI61-A  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i:part0:5.0            ,4eg_8gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,8GB      ,128MB      ,NA         ,NA               ,"dual die ddr"                                 ,TE0803_TB|MGT    ,NA
108 ,TE0803-03-4BI61-A  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i_tebf0808:part0:6.0   ,4eg_8gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,8GB      ,128MB      ,NA         ,NA               ,"dual die ddr"                                 ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
109 ,TE0803-03-4BI61-X  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i:part0:5.0            ,4eg_8gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,8GB      ,128MB      ,NA         ,NA               ,"dual die ddr"                                 ,TE0803_TB|MGT    ,NA
110 ,TE0803-03-4BI61-X  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i_tebf0808:part0:6.0   ,4eg_8gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,8GB      ,128MB      ,NA         ,NA               ,"dual die ddr"                                 ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
111 ,TE0803-04-4BI61-A  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i:part0:5.0            ,4eg_8gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,8GB      ,128MB      ,NA         ,NA               ,"dual die ddr"                                 ,TE0803_TB|MGT    ,NA
112 ,TE0803-04-4BI61-A  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i_tebf0808:part0:6.0   ,4eg_8gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,8GB      ,128MB      ,NA         ,NA               ,"dual die ddr"                                 ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
113 ,TE0803-04-4BI61-X  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i:part0:5.0            ,4eg_8gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,8GB      ,128MB      ,NA         ,NA               ,"dual die ddr"                                 ,TE0803_TB|MGT    ,NA
114 ,TE0803-04-4BI61-X  ,xczu4eg-sfvc784-1-i        ,trenz.biz:te0803_4eg_1i_tebf0808:part0:6.0   ,4eg_8gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,8GB      ,128MB      ,NA         ,NA               ,"dual die ddr"                                 ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
115 ,TE0803-04-4DE11-A  ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e:part0:1.0            ,4ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
116 ,TE0803-04-4DE11-A  ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e_tebf0808:part0:2.0   ,4ev_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
117 ,TE0803-04-4DE21-L  ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e:part0:3.0            ,4ev_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
118 ,TE0803-04-4DE21-L  ,xczu4ev-sfvc784-1-e        ,trenz.biz:te0803_4ev_1e_tebf0808:part0:4.0   ,4ev_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
#119 ,TE0803-04-4DI11-C  ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0803_4ev_1i:part0:5.0            ,4ev_i_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TBD           ,NA
#120 ,TE0803-04-4DI11-C  ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0803_4ev_1i_tebf0808:part0:6.0   ,4ev_i_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TBD           ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
121 ,TE0803-04-4DI21-L  ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0803_4ev_1i:part0:3.0            ,4ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
122 ,TE0803-04-4DI21-L  ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0803_4ev_1i_tebf0808:part0:4.0   ,4ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
123 ,TE0803-03-4DI21-D  ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0803_4ev_1i:part0:3.0            ,4ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,                 ,NA                                             ,TE0803_TB|MGT    ,NA
124 ,TE0803-03-4DI21-D  ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0803_4ev_1i_tebf0808:part0:4.0   ,4ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,                 ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
125 ,TE0803-04-4DI21-D  ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0803_4ev_1i:part0:3.0            ,4ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,                 ,NA                                             ,TE0803_TB|MGT    ,NA
126 ,TE0803-04-4DI21-D  ,xczu4ev-sfvc784-1-i        ,trenz.biz:te0803_4ev_1i_tebf0808:part0:4.0   ,4ev_i_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,                 ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
#127 ,TE0803-03-4DT55-A  ,xazu4ev-sfvc784-1-i?        ,trenz.biz:te0803_4ev_1ai:part0:5.0            ,4ev_ai_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TBD        ,NA
#128 ,TE0803-03-4DT55-A  ,xazu4ev-sfvc784-1-i?        ,trenz.biz:te0803_4ev_1ai_tebf0808:part0:6.0   ,4ev_ai_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV03      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TBD        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
#129 ,TE0803-04-4DT55-A  ,xazu4ev-sfvc784-1-i?        ,trenz.biz:te0803_4ev_1ai:part0:5.0            ,4ev_ai_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TBD        ,NA
#130 ,TE0803-04-4DT55-A  ,xazu4ev-sfvc784-1-i?        ,trenz.biz:te0803_4ev_1ai_tebf0808:part0:6.0   ,4ev_ai_4gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TBD        ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
131 ,TE0803-04-4GE21-L  ,xczu4eg-sfvc784-2-e        ,trenz.biz:te0803_4eg_2e:part0:3.0            ,4eg_2_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_TB|MGT    ,NA
132 ,TE0803-04-4GE21-L  ,xczu4eg-sfvc784-2-e        ,trenz.biz:te0803_4eg_2e_tebf0808:part0:4.0   ,4eg_2_4gb  ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,"1 mm connectors",NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
133 ,TE0803-04-4GI21-A  ,xczu4eg-sfvc784-2-i        ,trenz.biz:te0803_4eg_2i:part0:3.0            ,4eg_2i_4gb ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
134 ,TE0803-04-4GI21-A  ,xczu4eg-sfvc784-2-i        ,trenz.biz:te0803_4eg_2i_tebf0808:part0:4.0   ,4eg_2i_4gb ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,4GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
135 ,TE0803-04-5BE11-A  ,xczu5eg-sfvc784-1-e        ,trenz.biz:te0803_5eg_1e:part0:1.0            ,5eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_TB|MGT    ,NA
136 ,TE0803-04-5BE11-A  ,xczu5eg-sfvc784-1-e        ,trenz.biz:te0803_5eg_1e_tebf0808:part0:2.0   ,5eg_2gb    ,qspi-x8-dual_parallel    ,mt25qu512-qspi-x8-dual_parallel    ,REV04      ,2GB      ,128MB      ,NA         ,NA               ,NA                                             ,TE0803_SK|MGT    ,./misc/PLL/Si5338_B/te_Si5338-Registers.h
